t,MV,PV,DV
1.000000000000000000e+02,9.776907680921006261e+01,5.315999999999999659e+01,3.000000000000000000e+01
1.010000000000000000e+02,9.745693842189986356e+01,5.345000000000000284e+01,3.000000000000000000e+01
1.020000000000000000e+02,9.789838732611084993e+01,5.345000000000000284e+01,3.000000000000000000e+01
1.030000000000000000e+02,9.749927143452732992e+01,5.377000000000000313e+01,3.000000000000000000e+01
1.040000000000000000e+02,9.770653851461932504e+01,5.386999999999999744e+01,3.000000000000000000e+01
1.050000000000000000e+02,9.756711564532329817e+01,5.409000000000000341e+01,3.000000000000000000e+01
1.060000000000000000e+02,9.790401980548364236e+01,5.411999999999999744e+01,3.000000000000000000e+01
1.070000000000000000e+02,9.756930538887334592e+01,5.440999999999999659e+01,3.000000000000000000e+01
1.080000000000000000e+02,9.799015454687997817e+01,5.440999999999999659e+01,3.000000000000000000e+01
1.090000000000000000e+02,9.754715421127647801e+01,5.474000000000000199e+01,3.000000000000000000e+01
1.100000000000000000e+02,9.745423133221606804e+01,5.496000000000000085e+01,3.000000000000000000e+01
1.110000000000000000e+02,9.761390238382425366e+01,5.506000000000000227e+01,3.000000000000000000e+01
1.120000000000000000e+02,9.735384683599606603e+01,5.532000000000000028e+01,3.000000000000000000e+01
1.130000000000000000e+02,9.760765802782233891e+01,5.538000000000000256e+01,3.000000000000000000e+01
1.140000000000000000e+02,9.718765370785546054e+01,5.570000000000000284e+01,3.000000000000000000e+01
1.150000000000000000e+02,9.759351557970062174e+01,5.570000000000000284e+01,3.000000000000000000e+01
1.160000000000000000e+02,9.729134181756590749e+01,5.596000000000000085e+01,3.000000000000000000e+01
1.170000000000000000e+02,9.750631398295219299e+01,5.603000000000000114e+01,3.000000000000000000e+01
1.180000000000000000e+02,9.761893082425726220e+01,5.611999999999999744e+01,3.000000000000000000e+01
1.190000000000000000e+02,9.740095221313315221e+01,5.635000000000000142e+01,3.000000000000000000e+01
1.200000000000000000e+02,9.745885024293069421e+01,5.647999999999999687e+01,3.000000000000000000e+01
1.210000000000000000e+02,9.734495986735106499e+01,5.667000000000000171e+01,3.000000000000000000e+01
1.220000000000000000e+02,9.745632530108271396e+01,5.677000000000000313e+01,3.000000000000000000e+01
1.230000000000000000e+02,9.732638698483225426e+01,5.696000000000000085e+01,3.000000000000000000e+01
1.240000000000000000e+02,9.752558017852771854e+01,5.702000000000000313e+01,3.000000000000000000e+01
1.250000000000000000e+02,9.714212598723487702e+01,5.731000000000000227e+01,3.000000000000000000e+01
1.260000000000000000e+02,9.682271059904972788e+01,5.760000000000000142e+01,3.000000000000000000e+01
1.270000000000000000e+02,9.709398508825897522e+01,5.764000000000000057e+01,3.000000000000000000e+01
1.280000000000000000e+02,9.716808339860807564e+01,5.772999999999999687e+01,3.000000000000000000e+01
1.290000000000000000e+02,9.691906089330652208e+01,5.796000000000000085e+01,3.000000000000000000e+01
1.300000000000000000e+02,9.725333626800352249e+01,5.796000000000000085e+01,3.000000000000000000e+01
1.310000000000000000e+02,9.699972228945254926e+01,5.817999999999999972e+01,3.000000000000000000e+01
1.320000000000000000e+02,9.708861389828949484e+01,5.828000000000000114e+01,3.000000000000000000e+01
1.330000000000000000e+02,9.737909860459683387e+01,5.828000000000000114e+01,3.000000000000000000e+01
1.340000000000000000e+02,9.688010067905840117e+01,5.860000000000000142e+01,3.000000000000000000e+01
1.350000000000000000e+02,9.722827217359238716e+01,5.860000000000000142e+01,3.000000000000000000e+01
1.360000000000000000e+02,9.717716282892126856e+01,5.872999999999999687e+01,3.000000000000000000e+01
1.370000000000000000e+02,9.708583382518730787e+01,5.889000000000000057e+01,3.000000000000000000e+01
1.380000000000000000e+02,9.728698144899614420e+01,5.892999999999999972e+01,3.000000000000000000e+01
1.390000000000000000e+02,9.740326500518207808e+01,5.899000000000000199e+01,3.000000000000000000e+01
1.400000000000000000e+02,9.712039082700991344e+01,5.921999999999999886e+01,3.000000000000000000e+01
1.410000000000000000e+02,9.728836191533133615e+01,5.928000000000000114e+01,3.000000000000000000e+01
1.420000000000000000e+02,9.700525242207521615e+01,5.950999999999999801e+01,3.000000000000000000e+01
1.430000000000000000e+02,9.716854580096652683e+01,5.957000000000000028e+01,3.000000000000000000e+01
1.440000000000000000e+02,9.742289482800637757e+01,5.957000000000000028e+01,3.000000000000000000e+01
1.450000000000000000e+02,9.720563998178452891e+01,5.975999999999999801e+01,3.000000000000000000e+01
1.460000000000000000e+02,9.718445604444369224e+01,5.989000000000000057e+01,3.000000000000000000e+01
1.470000000000000000e+02,9.745372915814093062e+01,5.989000000000000057e+01,3.000000000000000000e+01
1.480000000000000000e+02,9.751550662082540555e+01,5.996000000000000085e+01,3.000000000000000000e+01
1.490000000000000000e+02,9.716973907473982308e+01,6.021000000000000085e+01,3.000000000000000000e+01
1.500000000000000000e+02,9.746776376535292741e+01,6.021000000000000085e+01,3.000000000000000000e+01
1.510000000000000000e+02,9.769190925519930602e+01,6.021000000000000085e+01,3.000000000000000000e+01
1.520000000000000000e+02,9.743769494485472649e+01,6.040999999999999659e+01,3.000000000000000000e+01
1.530000000000000000e+02,9.740764143842356759e+01,6.053999999999999915e+01,3.000000000000000000e+01
1.540000000000000000e+02,9.766536265296677755e+01,6.053999999999999915e+01,3.000000000000000000e+01
1.550000000000000000e+02,9.729085352824603206e+01,6.078999999999999915e+01,3.000000000000000000e+01
1.560000000000000000e+02,9.741186682736397984e+01,6.085999999999999943e+01,3.000000000000000000e+01
1.570000000000000000e+02,9.757580388584254649e+01,6.089000000000000057e+01,3.000000000000000000e+01
1.580000000000000000e+02,9.748629964040640061e+01,6.102000000000000313e+01,3.000000000000000000e+01
1.590000000000000000e+02,9.735384219387461258e+01,6.117999999999999972e+01,3.000000000000000000e+01
1.600000000000000000e+02,9.760817228675188062e+01,6.117999999999999972e+01,3.000000000000000000e+01
1.610000000000000000e+02,9.727052814904695310e+01,6.140999999999999659e+01,3.000000000000000000e+01
1.620000000000000000e+02,9.739827934044244273e+01,6.146999999999999886e+01,3.000000000000000000e+01
1.630000000000000000e+02,9.754811303328507677e+01,6.150000000000000000e+01,3.000000000000000000e+01
1.640000000000000000e+02,9.744791254179735063e+01,6.163000000000000256e+01,3.000000000000000000e+01
1.650000000000000000e+02,9.721074444987084462e+01,6.182999999999999829e+01,3.000000000000000000e+01
1.660000000000000000e+02,9.746675638057280366e+01,6.182999999999999829e+01,3.000000000000000000e+01
1.670000000000000000e+02,9.766184539744025983e+01,6.182999999999999829e+01,3.000000000000000000e+01
1.680000000000000000e+02,9.740338769180021927e+01,6.202000000000000313e+01,3.000000000000000000e+01
1.690000000000000000e+02,9.734272503637210150e+01,6.214999999999999858e+01,3.000000000000000000e+01
1.700000000000000000e+02,9.757283578596921814e+01,6.214999999999999858e+01,3.000000000000000000e+01
1.710000000000000000e+02,9.761922933723823803e+01,6.221000000000000085e+01,3.000000000000000000e+01
1.720000000000000000e+02,9.727884764014453367e+01,6.243999999999999773e+01,3.000000000000000000e+01
1.730000000000000000e+02,9.746138031182817940e+01,6.246999999999999886e+01,3.000000000000000000e+01
1.740000000000000000e+02,9.765593787133335013e+01,6.246999999999999886e+01,3.000000000000000000e+01
1.750000000000000000e+02,9.767082652467091464e+01,6.253999999999999915e+01,3.000000000000000000e+01
1.760000000000000000e+02,9.749302481752904725e+01,6.270000000000000284e+01,3.000000000000000000e+01
1.770000000000000000e+02,9.750790134478813798e+01,6.278999999999999915e+01,3.000000000000000000e+01
1.780000000000000000e+02,9.771418997775866444e+01,6.278999999999999915e+01,3.000000000000000000e+01
1.790000000000000000e+02,9.779606386274156193e+01,6.282999999999999829e+01,3.000000000000000000e+01
1.800000000000000000e+02,9.760418942831077516e+01,6.299000000000000199e+01,3.000000000000000000e+01
1.810000000000000000e+02,9.751916871769512341e+01,6.311999999999999744e+01,3.000000000000000000e+01
1.820000000000000000e+02,9.773263488149680711e+01,6.311999999999999744e+01,3.000000000000000000e+01
1.830000000000000000e+02,9.790462474415838301e+01,6.311999999999999744e+01,3.000000000000000000e+01
1.840000000000000000e+02,9.800220682388341231e+01,6.314999999999999858e+01,3.000000000000000000e+01
1.850000000000000000e+02,9.796685910799367036e+01,6.324000000000000199e+01,3.000000000000000000e+01
1.860000000000000000e+02,9.769027882983388622e+01,6.343999999999999773e+01,3.000000000000000000e+01
1.870000000000000000e+02,9.791864724982994517e+01,6.343999999999999773e+01,3.000000000000000000e+01
1.880000000000000000e+02,9.808720303742333613e+01,6.343999999999999773e+01,3.000000000000000000e+01
1.890000000000000000e+02,9.803827242820742072e+01,6.353000000000000114e+01,3.000000000000000000e+01
1.900000000000000000e+02,9.775632786678094988e+01,6.372999999999999687e+01,3.000000000000000000e+01
1.910000000000000000e+02,9.790929194297774529e+01,6.375999999999999801e+01,3.000000000000000000e+01
1.920000000000000000e+02,9.794074133301124618e+01,6.382000000000000028e+01,3.000000000000000000e+01
1.930000000000000000e+02,9.795276686712547587e+01,6.389000000000000057e+01,3.000000000000000000e+01
1.940000000000000000e+02,9.782576220371390718e+01,6.401999999999999602e+01,3.000000000000000000e+01
1.950000000000000000e+02,9.788105154046256473e+01,6.407999999999999829e+01,3.000000000000000000e+01
1.960000000000000000e+02,9.805657390649881222e+01,6.407999999999999829e+01,3.000000000000000000e+01
1.970000000000000000e+02,9.814068775328225058e+01,6.410999999999999943e+01,3.000000000000000000e+01
1.980000000000000000e+02,9.820838772202033340e+01,6.415000000000000568e+01,3.000000000000000000e+01
1.990000000000000000e+02,9.778393508089024522e+01,6.440000000000000568e+01,3.000000000000000000e+01
2.000000000000000000e+02,9.801173410412857834e+01,6.440000000000000568e+01,3.000000000000000000e+01
2.010000000000000000e+02,9.816663464855115251e+01,6.440000000000000568e+01,3.000000000000000000e+01
2.020000000000000000e+02,9.822089703435132435e+01,6.443999999999999773e+01,3.000000000000000000e+01
2.030000000000000000e+02,9.847526871818494953e+01,6.440000000000000568e+01,3.000000000000000000e+01
2.040000000000000000e+02,9.799849897821374611e+01,6.465999999999999659e+01,3.000000000000000000e+01
2.050000000000000000e+02,9.805821096280151039e+01,6.473000000000000398e+01,3.000000000000000000e+01
2.060000000000000000e+02,9.823018807161344057e+01,6.473000000000000398e+01,3.000000000000000000e+01
2.070000000000000000e+02,9.847004731376900111e+01,6.468999999999999773e+01,3.000000000000000000e+01
2.080000000000000000e+02,9.850694899562755324e+01,6.473000000000000398e+01,3.000000000000000000e+01
2.090000000000000000e+02,9.866146090169476679e+01,6.473000000000000398e+01,3.000000000000000000e+01
2.100000000000000000e+02,9.859316414381412130e+01,6.481999999999999318e+01,3.000000000000000000e+01
2.110000000000000000e+02,9.852731981098878578e+01,6.492000000000000171e+01,3.000000000000000000e+01
2.120000000000000000e+02,9.839472331131605642e+01,6.504999999999999716e+01,3.000000000000000000e+01
2.130000000000000000e+02,9.864748589593212102e+01,6.501999999999999602e+01,3.000000000000000000e+01
2.140000000000000000e+02,9.870974019937973765e+01,6.504999999999999716e+01,3.000000000000000000e+01
2.150000000000000000e+02,9.885692006512780949e+01,6.504999999999999716e+01,3.000000000000000000e+01
2.160000000000000000e+02,9.899593204421709913e+01,6.504999999999999716e+01,3.000000000000000000e+01
2.170000000000000000e+02,9.882761905170380601e+01,6.518000000000000682e+01,3.000000000000000000e+01
2.180000000000000000e+02,9.862741939356106968e+01,6.534000000000000341e+01,3.000000000000000000e+01
2.190000000000000000e+02,9.874441818024489237e+01,6.537000000000000455e+01,3.000000000000000000e+01
2.200000000000000000e+02,9.889199940389610788e+01,6.537000000000000455e+01,3.000000000000000000e+01
2.210000000000000000e+02,9.902674931183523199e+01,6.537000000000000455e+01,3.000000000000000000e+01
2.220000000000000000e+02,9.908964956259647749e+01,6.540000000000000568e+01,3.000000000000000000e+01
2.230000000000000000e+02,9.906710691997633944e+01,6.546999999999999886e+01,3.000000000000000000e+01
2.240000000000000000e+02,9.908050313516163499e+01,6.553000000000000114e+01,3.000000000000000000e+01
2.250000000000000000e+02,9.885516600352168837e+01,6.568999999999999773e+01,3.000000000000000000e+01
2.260000000000000000e+02,9.903612002562492478e+01,6.568999999999999773e+01,3.000000000000000000e+01
2.270000000000000000e+02,9.916949826298838389e+01,6.568999999999999773e+01,3.000000000000000000e+01
2.280000000000000000e+02,9.920446109162897130e+01,6.573000000000000398e+01,3.000000000000000000e+01
2.290000000000000000e+02,9.913313986020126833e+01,6.581999999999999318e+01,3.000000000000000000e+01
2.300000000000000000e+02,9.891216442728890001e+01,6.598000000000000398e+01,3.000000000000000000e+01
2.310000000000000000e+02,9.908967042187884999e+01,6.598000000000000398e+01,3.000000000000000000e+01
2.320000000000000000e+02,9.912458742960227198e+01,6.601999999999999602e+01,3.000000000000000000e+01
2.330000000000000000e+02,9.926170918995276793e+01,6.601999999999999602e+01,3.000000000000000000e+01
2.340000000000000000e+02,9.938701412954401349e+01,6.601999999999999602e+01,3.000000000000000000e+01
2.350000000000000000e+02,9.951133214274805994e+01,6.601999999999999602e+01,3.000000000000000000e+01
2.360000000000000000e+02,9.956483448490051558e+01,6.604999999999999716e+01,3.000000000000000000e+01
2.370000000000000000e+02,9.976886671808411222e+01,6.601999999999999602e+01,3.000000000000000000e+01
2.380000000000000000e+02,9.974305008090058777e+01,6.607999999999999829e+01,3.000000000000000000e+01
2.390000000000000000e+02,9.920061379934806212e+01,6.637000000000000455e+01,3.000000000000000000e+01
2.400000000000000000e+02,9.948326876449483791e+01,6.634000000000000341e+01,3.000000000000000000e+01
2.410000000000000000e+02,9.960148703650671109e+01,6.634000000000000341e+01,3.000000000000000000e+01
2.420000000000000000e+02,9.972107760402394661e+01,6.634000000000000341e+01,3.000000000000000000e+01
2.430000000000000000e+02,9.977006074596836527e+01,6.637000000000000455e+01,3.000000000000000000e+01
2.440000000000000000e+02,9.982807578562922401e+01,6.640000000000000568e+01,3.000000000000000000e+01
2.450000000000000000e+02,9.965062790557787764e+01,6.653000000000000114e+01,3.000000000000000000e+01
2.460000000000000000e+02,9.950278773274867206e+01,6.665999999999999659e+01,3.000000000000000000e+01
2.470000000000000000e+02,9.966239484556793116e+01,6.665999999999999659e+01,3.000000000000000000e+01
2.480000000000000000e+02,9.978142011822208701e+01,6.665999999999999659e+01,3.000000000000000000e+01
2.490000000000000000e+02,9.989699581324673261e+01,6.665999999999999659e+01,3.000000000000000000e+01
2.500000000000000000e+02,1.000000000000000000e+02,6.665999999999999659e+01,3.000000000000000000e+01
2.510000000000000000e+02,1.000000000000000000e+02,6.665999999999999659e+01,3.000000000000000000e+01
2.520000000000000000e+02,1.000000000000000000e+02,6.665999999999999659e+01,3.000000000000000000e+01
2.530000000000000000e+02,1.000000000000000000e+02,6.665999999999999659e+01,3.000000000000000000e+01
2.540000000000000000e+02,1.000000000000000000e+02,6.665999999999999659e+01,3.000000000000000000e+01
2.550000000000000000e+02,1.000000000000000000e+02,6.668999999999999773e+01,3.000000000000000000e+01
2.560000000000000000e+02,9.995943338480466878e+01,6.676000000000000512e+01,3.000000000000000000e+01
2.570000000000000000e+02,9.988408143287406915e+01,6.684999999999999432e+01,3.000000000000000000e+01
2.580000000000000000e+02,9.972052803116420705e+01,6.698000000000000398e+01,3.000000000000000000e+01
2.590000000000000000e+02,9.987493059871948731e+01,6.698000000000000398e+01,3.000000000000000000e+01
2.600000000000000000e+02,9.991889911644136646e+01,6.701000000000000512e+01,3.000000000000000000e+01
2.610000000000000000e+02,9.994489696620456698e+01,6.704999999999999716e+01,3.000000000000000000e+01
2.620000000000000000e+02,9.992683481364983322e+01,6.710999999999999943e+01,3.000000000000000000e+01
2.630000000000000000e+02,9.960790094157846397e+01,6.729999999999999716e+01,3.000000000000000000e+01
2.640000000000000000e+02,9.977576802680977153e+01,6.729999999999999716e+01,3.000000000000000000e+01
2.650000000000000000e+02,9.988753146257599269e+01,6.729999999999999716e+01,3.000000000000000000e+01
2.660000000000000000e+02,9.999451709792086262e+01,6.729999999999999716e+01,3.000000000000000000e+01
2.670000000000000000e+02,1.000000000000000000e+02,6.729999999999999716e+01,3.000000000000000000e+01
2.680000000000000000e+02,1.000000000000000000e+02,6.734000000000000341e+01,3.000000000000000000e+01
2.690000000000000000e+02,1.000000000000000000e+02,6.737000000000000455e+01,3.000000000000000000e+01
2.700000000000000000e+02,9.980957005973998264e+01,6.750000000000000000e+01,3.000000000000000000e+01
2.710000000000000000e+02,9.981361818765300598e+01,6.756000000000000227e+01,3.000000000000000000e+01
2.720000000000000000e+02,9.993903318687365811e+01,6.756000000000000227e+01,3.000000000000000000e+01
2.730000000000000000e+02,9.987887343230747206e+01,6.762999999999999545e+01,3.000000000000000000e+01
2.740000000000000000e+02,1.000000000000000000e+02,6.762999999999999545e+01,3.000000000000000000e+01
2.750000000000000000e+02,1.000000000000000000e+02,6.765999999999999659e+01,3.000000000000000000e+01
2.760000000000000000e+02,1.000000000000000000e+02,6.762999999999999545e+01,3.000000000000000000e+01
2.770000000000000000e+02,1.000000000000000000e+02,6.762999999999999545e+01,3.000000000000000000e+01
2.780000000000000000e+02,1.000000000000000000e+02,6.765999999999999659e+01,3.000000000000000000e+01
2.790000000000000000e+02,9.987533291184783479e+01,6.776000000000000512e+01,3.000000000000000000e+01
2.800000000000000000e+02,1.000000000000000000e+02,6.776000000000000512e+01,3.000000000000000000e+01
2.810000000000000000e+02,9.982018143687204770e+01,6.787999999999999545e+01,3.000000000000000000e+01
2.820000000000000000e+02,9.979174686398135918e+01,6.795000000000000284e+01,3.000000000000000000e+01
2.830000000000000000e+02,9.991474161539440502e+01,6.795000000000000284e+01,3.000000000000000000e+01
2.840000000000000000e+02,1.000000000000000000e+02,6.795000000000000284e+01,3.000000000000000000e+01
2.850000000000000000e+02,1.000000000000000000e+02,6.795000000000000284e+01,3.000000000000000000e+01
2.860000000000000000e+02,1.000000000000000000e+02,6.795000000000000284e+01,3.000000000000000000e+01
2.870000000000000000e+02,1.000000000000000000e+02,6.795000000000000284e+01,3.000000000000000000e+01
2.880000000000000000e+02,1.000000000000000000e+02,6.795000000000000284e+01,3.000000000000000000e+01
2.890000000000000000e+02,1.000000000000000000e+02,6.795000000000000284e+01,3.000000000000000000e+01
2.900000000000000000e+02,1.000000000000000000e+02,6.795000000000000284e+01,3.000000000000000000e+01
